id,faction,nom,type,sous_type,cout,pv,puissance,mission,effet,note_design,source_factuelle,basique
USA-073,États-Unis,UH-60M Black Hawk — Insertion rapide,Appareil,Hélicoptère utilitaire,3,6,2,2,Attaque 2 — autoprotection. **Décollage rapide.** Cet Appareil ne peut pas accomplir de Mission le tour où il est déployé.,"V = 6 + 1,5×2 + 2,5×2 + 2,0 + 0,5 − 1,0 = 15,5; cible T(3) = 15 (écart +0,5).",US Army — brigade d’aviation,False
USA-074,États-Unis,UH-60M Black Hawk — Relais de terrain,Appareil,Hélicoptère utilitaire,3,7,3,1,"Attaque 3 — escorte légère. Au déploiement, si vous contrôlez un Soutien, piochez une carte puis défaussez une carte.","V = 7 + 1,5×3 + 2,5×1 + 0,0 + 1,0 − 0,0 = 15,0; cible T(3) = 15 (écart +0,0).",US Army — brigade d’aviation,False
USA-075,États-Unis,CH-47F Chinook — Insertion rapide,Appareil,Hélicoptère de transport,4,8,3,2,Attaque 3 — autoprotection. **Décollage rapide.** Cet Appareil ne peut pas accomplir de Mission le tour où il est déployé.,"V = 8 + 1,5×3 + 2,5×2 + 2,0 + 0,5 − 1,0 = 19,0; cible T(4) = 19 (écart +0,0).",US Army — brigade d’aviation,False
USA-076,États-Unis,CH-47F Chinook — Relais de terrain,Appareil,Hélicoptère de transport,4,10,4,1,"Attaque 4 — escorte légère. Au déploiement, si vous contrôlez un Soutien, piochez une carte puis défaussez une carte.","V = 10 + 1,5×4 + 2,5×1 + 0,0 + 1,0 − 0,0 = 19,5; cible T(4) = 19 (écart +0,5).",US Army — brigade d’aviation,False
USA-077,États-Unis,MQ-1C Gray Eagle — Patrouille sans équipage,Appareil,Drone armé,3,7,2,1,"Attaque 2 — munition guidée. **Décollage rapide.** Si cet Appareil est détruit pendant une Interception, regardez la première carte de votre deck; vous pouvez la placer dessous.","V = 7 + 1,5×2 + 2,5×1 + 2,0 + 0,5 − 0,0 = 15,0; cible T(3) = 15 (écart +0,0).",US Army — brigade d’aviation,False
USA-078,États-Unis,MQ-1C Gray Eagle — Relais autonome,Appareil,Drone armé,3,8,1,2,"Attaque 1 — frappe télépilotée. **Réseau —** au déploiement, piochez une carte puis défaussez une carte.","V = 8 + 1,5×1 + 2,5×2 + 0,0 + 1,0 − 0,0 = 15,5; cible T(3) = 15 (écart +0,5).",US Army — brigade d’aviation,False
USA-079,États-Unis,HH-60W Jolly Green II — Recherche et sauvetage,Appareil,Recherche et sauvetage,4,8,2,2,"Attaque 2 — escorte de récupération. **Agile.** Quand un autre de vos Appareils est détruit, vous pouvez défausser cet Appareil pour reprendre en main cet autre Appareil.","V = 8 + 1,5×2 + 2,5×2 + 1,0 + 2,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).",USAF — récupération de personnel,False
USA-080,États-Unis,HH-60W Jolly Green II — Alerte de récupération,Appareil,Recherche et sauvetage,4,9,3,1,"Attaque 3 — couverture d’urgence. **Décollage rapide.** Au déploiement, retirez 1 dégât d’un autre Appareil.","V = 9 + 1,5×3 + 2,5×1 + 2,0 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).",USAF — récupération de personnel,False
USA-081,États-Unis,AIM-120D AMRAAM,Équipement,Missile air-air,3,,,,L’Appareil équipé gagne +2 Puissance pendant une Interception contre une cible de Mission 2 ou plus.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-082,États-Unis,AIM-9X Block II,Équipement,Missile air-air,2,,,,L’Appareil équipé gagne Agile et +1 Puissance pendant sa première Interception.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-083,États-Unis,AGM-158B JASSM-ER,Équipement,Missile air-sol,4,,,,"Quand l’Appareil équipé accomplit une Mission, vous pouvez défausser cet Équipement pour infliger 4 dégâts à un Appareil exposé.","Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-084,États-Unis,AGM-158C LRASM,Équipement,Missile antinavire,4,,,,"L’Appareil équipé gagne +2 Puissance; contre un Appareil maritime, il gagne plutôt +4.","Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-085,États-Unis,AGM-88E AARGM,Équipement,Missile antiradar,3,,,,"Quand l’Appareil équipé retire un Verrouillage, choisissez un Soutien adverse; son texte est sans effet jusqu’à la fin du prochain tour adverse.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-086,États-Unis,AGM-88C HARM,Équipement,Missile antiradar,2,,,,Vous pouvez défausser cet Équipement pour détruire un Soutien de coût 2 ou moins.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-087,États-Unis,GBU-31 JDAM,Équipement,Bombe guidée,2,,,,"Après une Mission, défaussez cet Équipement : infligez 3 dégâts à un Appareil exposé déjà endommagé.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-088,États-Unis,GBU-38 JDAM,Équipement,Bombe guidée,1,,,,"Après une Mission, défaussez cet Équipement : infligez 2 dégâts à un Appareil exposé de coût 3 ou moins.","Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-089,États-Unis,GBU-39/B SDB I,Équipement,Bombe guidée,2,,,,"L’Appareil équipé gagne +1 Mission lors de sa prochaine Mission, puis défaussez cet Équipement.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-090,États-Unis,GBU-53/B StormBreaker,Équipement,Bombe guidée,3,,,,"Après une Mission, infligez 2 dégâts à un Appareil exposé; défaussez ensuite cet Équipement.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-091,États-Unis,AGM-154 JSOW,Équipement,Arme planante,3,,,,L’Appareil équipé peut accomplir une Mission sans perdre Furtif ce tour; défaussez ensuite cet Équipement.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-092,États-Unis,AGM-84D Harpoon,Équipement,Missile antinavire,3,,,,"L’Appareil équipé a Barrage 1; s’il est maritime, il gagne aussi +1 Puissance.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-093,États-Unis,AGM-84H/K SLAM-ER,Équipement,Missile air-sol,3,,,,Défaussez cet Équipement pendant une Interception : placez un Verrouillage puis infligez immédiatement son dégât bonus.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-094,États-Unis,AGM-114 Hellfire,Équipement,Missile air-sol,2,,,,Un hélicoptère ou drone équipé gagne +2 Puissance contre les Appareils de coût 4 ou moins.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-095,États-Unis,AGM-179 JAGM,Équipement,Missile air-sol,3,,,,Un hélicoptère ou drone équipé gagne +2 Puissance et ignore Blindage 1.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-096,États-Unis,APKWS II,Équipement,Roquette guidée,1,,,,L’Appareil équipé gagne +1 Puissance contre une cible de coût 2 ou moins.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-097,États-Unis,Hydra 70,Équipement,Roquette,1,,,,Défaussez cet Équipement après une Interception pour infliger 1 dégât à un autre Appareil exposé.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-098,États-Unis,M61A2 Vulcan,Équipement,Canon,2,,,,"L’Appareil équipé gagne +1 Puissance. S’il a Agile, il gagne encore +1 pendant sa première Interception.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-099,États-Unis,M230 30 mm,Équipement,Canon,2,,,,Un hélicoptère équipé a Barrage 1.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-100,États-Unis,AN/APG-77,Équipement,Radar AESA,3,,,,"Au déploiement de cet Équipement, placez un Verrouillage; Furtif ne protège pas de ce placement.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-101,États-Unis,AN/APG-81,Équipement,Radar AESA,3,,,,L’Appareil équipé a Réseau — +1 Mission pendant sa première Mission.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-102,États-Unis,AN/APG-82(V)1,Équipement,Radar AESA,3,,,,"Quand l’Appareil équipé intercepte, vous pouvez déplacer un Verrouillage vers sa cible avant les dégâts.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-103,États-Unis,AN/APG-79 AESA,Équipement,Radar AESA,2,,,,"Au déploiement, regardez les 2 premières cartes du deck; gardez-en une et placez l’autre dessous.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-104,États-Unis,AN/APG-83 SABR,Équipement,Radar AESA,2,,,,L’Appareil équipé gagne +1 Puissance; son premier effet Réseau de chaque tour gagne aussi « regardez la première carte du deck ».,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-105,États-Unis,AN/ALQ-249 NGJ-MB,Équipement,Brouilleur,4,,,,Un Appareil adverse au choix perd son texte pendant chaque Interception de l’Appareil équipé.,"Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-106,États-Unis,AN/ALQ-218,Équipement,Récepteur électronique,2,,,,"Quand un adversaire cible l’Appareil équipé avec une Tactique, regardez la première carte du deck et pouvez la placer dessous.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-107,États-Unis,AN/AAQ-33 Sniper ATP,Équipement,Pod de ciblage,2,,,,"Après une Mission, placez un Verrouillage sur un Appareil exposé.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-108,États-Unis,AN/AAQ-28 LITENING,Équipement,Pod de ciblage,2,,,,"À chaque tour, le premier Verrouillage posé par l’Appareil équipé peut être déplacé vers une autre cible.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-109,États-Unis,Legion Pod,Équipement,Capteur infrarouge,2,,,,L’Appareil équipé peut choisir un Appareil Furtif exposé comme si son texte était absent.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-110,États-Unis,IRST21,Équipement,Capteur infrarouge,2,,,,"Contre un Appareil Furtif exposé, l’Appareil équipé gagne +2 Puissance.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-111,États-Unis,MIDS JTRS / Link 16,Équipement,Liaison de données,2,,,,L’Appareil équipé satisfait Réseau même s’il est votre seul Appareil redressé.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-112,États-Unis,MADL,Équipement,Liaison de données,3,,,,Un Appareil Furtif équipé peut placer un Verrouillage après chaque Mission.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-113,États-Unis,EOTS,Équipement,Capteur électro-optique,2,,,,"Au déploiement, choisissez : placez un Verrouillage, ou retirez 1 dégât de l’Appareil équipé.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-114,États-Unis,AN/AAQ-37 DAS,Équipement,Alerte infrarouge,3,,,,L’Appareil équipé gagne Agile; la réduction passe à 2 contre Barrage.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-115,États-Unis,AN/AAS-44C(V),Équipement,Tourelle EO/IR,2,,,,Un hélicoptère équipé gagne Réseau — +1 Puissance.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-116,États-Unis,AN/APY-9,Équipement,Radar d’alerte avancée,4,,,,"À votre pioche, regardez aussi la carte suivante; vous pouvez la placer dessous.","Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-117,États-Unis,AN/APY-10,Équipement,Radar maritime,3,,,,Un Appareil maritime équipé gagne +1 Mission et ignore le premier effet de Soutien adverse chaque tour.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-118,États-Unis,AN/ZPY-2 MP-RTIP,Équipement,Radar ISR,3,,,,"Quand l’Appareil équipé accomplit une Mission, piochez puis défaussez une carte.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-119,États-Unis,AN/ASQ-236,Équipement,Pod radar,2,,,,"Les Tactiques que vous jouez sur un Appareil exposé coûtent 1 de moins, minimum 1.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-120,États-Unis,AN/ALQ-214 IDECM,Équipement,Autoprotection,3,,,,L’Appareil équipé a Agile et ne peut pas recevoir de Verrouillage tant qu’il est redressé.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-121,États-Unis,Patrouille aérienne de combat,Tactique,Opération,1,,,,Placez un Verrouillage sur un Appareil adverse exposé.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-122,États-Unis,Contre-offensive aérienne,Tactique,Opération,1,,,,Un Appareil gagne +2 Puissance pour sa prochaine Interception ce tour.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-123,États-Unis,Défense aérienne,Tactique,Opération,2,,,,"Piochez 2 cartes, puis défaussez une carte.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-124,États-Unis,Balayage de chasse,Tactique,Opération,2,,,,Redressez une Ressource; un Appareil gagne Agile jusqu’à la fin du tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-125,États-Unis,Suppression des défenses,Tactique,Opération,3,,,,"Infligez 3 dégâts à un Appareil exposé avec un Verrouillage, puis retirez ce marqueur.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-126,États-Unis,Destruction des défenses,Tactique,Opération,2,,,,Choisissez un Appareil; il gagne Furtif jusqu’à votre prochain tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-127,États-Unis,Frappe de précision,Tactique,Opération,3,,,,Redressez un Appareil de coût 3 ou moins; il ne peut pas accomplir de Mission ce tour.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-128,États-Unis,Engagement au-delà de la vue,Tactique,Opération,4,,,,Choisissez jusqu’à deux Appareils exposés; placez un Verrouillage sur chacun.,"Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-129,États-Unis,Combat rapproché,Tactique,Opération,1,,,,Placez un Verrouillage sur un Appareil choisi adverse exposé.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-130,États-Unis,Ravitaillement en vol,Tactique,Opération,1,,,,Un Appareil gagne +2 Puissance pour sa prochaine Interception ce tour.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-131,États-Unis,Ravitaillement d’appoint,Tactique,Opération,2,,,,"Piochez 2 cartes, puis défaussez une carte.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-132,États-Unis,Recherche et sauvetage de combat,Tactique,Opération,2,,,,Redressez une Ressource; un Appareil choisi gagne Agile jusqu’à la fin du tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-133,États-Unis,Récupération de personnel,Tactique,Opération,3,,,,"Infligez 3 dégâts à un Appareil choisi exposé avec un Verrouillage, puis retirez ce marqueur.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-134,États-Unis,Pont aérien stratégique,Tactique,Opération,2,,,,Choisissez un Appareil choisi; il gagne Furtif jusqu’à votre prochain tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-135,États-Unis,Transport tactique,Tactique,Opération,3,,,,Redressez un Appareil choisi de coût 3 ou moins; il ne peut pas accomplir de Mission ce tour.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-136,États-Unis,Assaut aéromobile,Tactique,Opération,4,,,,Choisissez jusqu’à deux Appareils exposés; placez un Verrouillage sur chacun.,"Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-137,États-Unis,Patrouille maritime,Tactique,Opération,1,,,,Placez un Verrouillage sur un Appareil choisi adverse exposé.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-138,États-Unis,Lutte anti-sous-marine,Tactique,Opération,1,,,,Un Appareil gagne +2 Puissance pour sa prochaine Interception ce tour.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-139,États-Unis,Frappe antinavire,Tactique,Opération,2,,,,"Piochez 2 cartes, puis défaussez une carte.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-140,États-Unis,Cycle ISR,Tactique,Opération,2,,,,Redressez une Ressource; un Appareil choisi gagne Agile jusqu’à la fin du tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-141,États-Unis,Gestion de bataille,Tactique,Opération,3,,,,"Infligez 3 dégâts à un Appareil choisi exposé avec un Verrouillage, puis retirez ce marqueur.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-142,États-Unis,Orbite d’alerte avancée,Tactique,Opération,2,,,,Choisissez un Appareil choisi; il gagne Furtif jusqu’à votre prochain tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-143,États-Unis,Attaque électronique,Tactique,Opération,3,,,,Redressez un Appareil choisi de coût 3 ou moins; il ne peut pas accomplir de Mission ce tour.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-144,États-Unis,Activités cyber-électromagnétiques,Tactique,Opération,4,,,,Choisissez jusqu’à deux Appareils exposés; placez un Verrouillage sur chacun.,"Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-145,États-Unis,Agile Combat Employment,Tactique,Opération,1,,,,Placez un Verrouillage sur un Appareil choisi adverse exposé.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-146,États-Unis,Opérations aériennes distribuées,Tactique,Opération,1,,,,Un Appareil gagne +2 Puissance pour sa prochaine Interception ce tour.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-147,États-Unis,Point de ravitaillement avancé,Tactique,Opération,2,,,,"Piochez 2 cartes, puis défaussez une carte.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-148,États-Unis,Hot-pit refueling,Tactique,Opération,2,,,,Redressez une Ressource; un Appareil choisi gagne Agile jusqu’à la fin du tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-149,États-Unis,Opérations interarmées,Tactique,Opération,3,,,,"Infligez 3 dégâts à un Appareil choisi exposé avec un Verrouillage, puis retirez ce marqueur.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-150,États-Unis,Cycle de ciblage,Tactique,Opération,2,,,,Choisissez un Appareil choisi; il gagne Furtif jusqu’à votre prochain tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-151,États-Unis,Ciblage dynamique,Tactique,Opération,3,,,,Redressez un Appareil choisi de coût 3 ou moins; il ne peut pas accomplir de Mission ce tour.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-152,États-Unis,Fenêtre de suppression,Tactique,Opération,4,,,,Choisissez jusqu’à deux Appareils exposés; placez un Verrouillage sur chacun.,"Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-153,États-Unis,Escorte de bombardiers,Tactique,Opération,1,,,,Placez un Verrouillage sur un Appareil choisi adverse exposé.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-154,États-Unis,Barrière défensive,Tactique,Opération,1,,,,Un Appareil gagne +2 Puissance pour sa prochaine Interception ce tour.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-155,États-Unis,Appui aérien rapproché,Tactique,Opération,2,,,,"Piochez 2 cartes, puis défaussez une carte.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-156,États-Unis,Interdiction aérienne,Tactique,Opération,2,,,,Redressez une Ressource; un Appareil choisi gagne Agile jusqu’à la fin du tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-157,États-Unis,Lutte contre les drones,Tactique,Opération,3,,,,"Infligez 3 dégâts à un Appareil choisi exposé avec un Verrouillage, puis retirez ce marqueur.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-158,États-Unis,Opération nocturne,Tactique,Opération,2,,,,Choisissez un Appareil choisi; il gagne Furtif jusqu’à votre prochain tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-159,États-Unis,Mission tous temps,Tactique,Opération,3,,,,Redressez un Appareil choisi de coût 3 ou moins; il ne peut pas accomplir de Mission ce tour.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-160,États-Unis,Commandement de mission,Tactique,Opération,4,,,,Choisissez jusqu’à deux Appareils exposés; placez un Verrouillage sur chacun.,"Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
USA-161,États-Unis,Centre d’opérations aériennes,Soutien,Commandement et logistique,2,,,,"Une fois par tour, quand vous placez un Verrouillage, regardez la première carte de votre deck.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Soutien et la condition écrite bornent la répétition.",Sources officielles américaines groupées dans docs/05,False
